"","Series","Ep.name","Season","Ep.Number","Ep.Rating","Length","Year","Votes","Genre.1","Genre2","Genre3","Series.Rating","TV.Rating","Location"
"3673","Doctor Who","Hell Bent",9,13,8.9,60,2015,3957,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3674","Doctor Who","The Husbands of River Song",9,14,8.6,56,2015,3198,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3675","Doctor Who","The Return of Doctor Mysterio",0,1,7.5,61,2016,3009,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3676","Doctor Who","The Pilot",0,2,8.1,49,2017,2932,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3677","Doctor Who","Smile",0,3,7.3,45,2017,2255,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3678","Doctor Who","Thin Ice",0,4,7.5,44,2017,2157,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3679","Doctor Who","Knock Knock",0,5,7.7,44,2017,2151,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3680","Doctor Who","Oxygen",0,6,8.3,44,2017,2195,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3681","Doctor Who","Extremis",0,7,8.6,48,2017,2314,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3682","Doctor Who","The Pyramid at the End of the World",0,8,7.9,46,2017,1826,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3683","Doctor Who","The Lie of the Land",0,9,7.4,44,2017,1753,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3684","Doctor Who","Empress of Mars",0,10,7.2,43,2017,1719,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3685","Doctor Who","The Eaters of Light",0,11,7.2,42,2017,1650,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3686","Doctor Who","World Enough and Time",0,12,9.2,45,2017,2505,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3687","Doctor Who","The Doctor Falls",0,13,9,60,2017,2481,"Adventure","Drama","Family",8.6,"TV-PG","Multiple"
"3688","Mad Men","Smoke Gets in Your Eyes",1,1,8.2,49,2007,2760,"Drama","","",8.6,"TV-14","New York"
"3689","Mad Men","Ladies Room",1,2,7.6,47,2007,2006,"Drama","","",8.6,"TV-14","New York"
"3690","Mad Men","Marriage of Figaro",1,3,7.7,45,2007,1852,"Drama","","",8.6,"TV-14","New York"
"3691","Mad Men","New Amsterdam",1,4,8,46,2007,1727,"Drama","","",8.6,"TV-14","New York"
"3692","Mad Men","5G",1,5,8.2,49,2007,1674,"Drama","","",8.6,"TV-14","New York"
"3693","Mad Men","Babylon",1,6,8,47,2007,1668,"Drama","","",8.6,"TV-14","New York"
"3694","Mad Men","Red in the Face",1,7,8.1,46,2007,1595,"Drama","","",8.6,"TV-14","New York"
"3695","Mad Men","The Hobo Code",1,8,8.4,47,2007,1663,"Drama","","",8.6,"TV-14","New York"
"3696","Mad Men","Shoot",1,9,8.3,46,2007,1563,"Drama","","",8.6,"TV-14","New York"
"3697","Mad Men","Long Weekend",1,10,8.3,46,2007,1513,"Drama","","",8.6,"TV-14","New York"
"3698","Mad Men","Indian Summer",1,11,8.2,46,2007,1464,"Drama","","",8.6,"TV-14","New York"
"3699","Mad Men","Nixon vs. Kennedy",1,12,9,46,2007,1759,"Drama","","",8.6,"TV-14","New York"
"3700","Mad Men","The Wheel",1,13,9,52,2007,1906,"Drama","","",8.6,"TV-14","New York"
"3701","Mad Men","For Those Who Think Young",2,1,7.8,48,2008,1381,"Drama","","",8.6,"TV-14","New York"
"3702","Mad Men","Flight 1",2,2,8,48,2008,1323,"Drama","","",8.6,"TV-14","New York"
"3703","Mad Men","The Benefactor",2,3,8,48,2008,1317,"Drama","","",8.6,"TV-14","New York"
"3704","Mad Men","Three Sundays",2,4,8.2,48,2008,1302,"Drama","","",8.6,"TV-14","New York"
"3705","Mad Men","The New Girl",2,5,8.4,48,2008,1324,"Drama","","",8.6,"TV-14","New York"
"3706","Mad Men","Maidenform",2,6,8.1,48,2008,1256,"Drama","","",8.6,"TV-14","New York"
"3707","Mad Men","The Gold Violin",2,7,8.5,48,2008,1287,"Drama","","",8.6,"TV-14","New York"
"3708","Mad Men","A Night to Remember",2,8,8.4,48,2008,1267,"Drama","","",8.6,"TV-14","New York"
"3709","Mad Men","Six Month Leave",2,9,8.6,48,2008,1266,"Drama","","",8.6,"TV-14","New York"
"3710","Mad Men","The Inheritance",2,10,8.1,48,2008,1218,"Drama","","",8.6,"TV-14","New York"
"3711","Mad Men","The Jet Set",2,11,8.4,60,2008,1393,"Drama","","",8.6,"TV-14","New York"
"3712","Mad Men","The Mountain King",2,12,8.6,48,2008,1301,"Drama","","",8.6,"TV-14","New York"
"3713","Mad Men","Meditations in an Emergency",2,13,9,48,2008,1436,"Drama","","",8.6,"TV-14","New York"
"3714","Mad Men","Out of Town",3,1,8.3,60,2009,1261,"Drama","","",8.6,"TV-14","New York"
"3715","Mad Men","Love Among the Ruins",3,2,8,50,2009,1155,"Drama","","",8.6,"TV-14","New York"
"3716","Mad Men","My Old Kentucky Home",3,3,8.2,50,2009,1229,"Drama","","",8.6,"TV-14","New York"
"3717","Mad Men","The Arrangements",3,4,8.2,60,2009,1149,"Drama","","",8.6,"TV-14","New York"
"3718","Mad Men","The Fog",3,5,8.1,60,2009,1156,"Drama","","",8.6,"TV-14","New York"
"3719","Mad Men","Guy Walks Into an Advertising Agency",3,6,9.1,60,2009,1581,"Drama","","",8.6,"TV-14","New York"
"3720","Mad Men","Seven Twenty Three",3,7,8.5,60,2009,1195,"Drama","","",8.6,"TV-14","New York"
"3721","Mad Men","Souvenir",3,8,8.1,60,2009,1136,"Drama","","",8.6,"TV-14","New York"
"3722","Mad Men","Wee Small Hours",3,9,8.3,60,2009,1109,"Drama","","",8.6,"TV-14","New York"
"3723","Mad Men","The Color Blue",3,10,8.4,60,2009,1149,"Drama","","",8.6,"TV-14","New York"
"3724","Mad Men","The Gypsy and the Hobo",3,11,9.2,60,2009,1522,"Drama","","",8.6,"TV-14","New York"
"3725","Mad Men","The Grown-Ups",3,12,8.9,60,2009,1347,"Drama","","",8.6,"TV-14","New York"
"3726","Mad Men","Shut the Door. Have a Seat",3,13,9.6,60,2009,2458,"Drama","","",8.6,"TV-14","New York"
"3727","Mad Men","Public Relations",4,1,8.7,48,2010,1335,"Drama","","",8.6,"TV-14","New York"
"3728","Mad Men","Christmas Comes But Once a Year",4,2,8.3,48,2010,1158,"Drama","","",8.6,"TV-14","New York"
"3729","Mad Men","The Good News",4,3,8.7,48,2010,1236,"Drama","","",8.6,"TV-14","New York"
"3730","Mad Men","The Rejected",4,4,8.4,48,2010,1141,"Drama","","",8.6,"TV-14","New York"
"3731","Mad Men","The Chrysanthemum and the Sword",4,5,8.7,48,2010,1190,"Drama","","",8.6,"TV-14","New York"
"3732","Mad Men","Waldorf Stories",4,6,8.6,48,2010,1213,"Drama","","",8.6,"TV-14","New York"
"3733","Mad Men","The Suitcase",4,7,9.7,48,2010,3120,"Drama","","",8.6,"TV-14","New York"
"3734","Mad Men","The Summer Man",4,8,8.7,48,2010,1244,"Drama","","",8.6,"TV-14","New York"
"3735","Mad Men","The Beautiful Girls",4,9,8.8,48,2010,1241,"Drama","","",8.6,"TV-14","New York"
"3736","Mad Men","Hands and Knees",4,10,8.8,48,2010,1149,"Drama","","",8.6,"TV-14","New York"
"3737","Mad Men","Chinese Wall",4,11,8.5,48,2010,1068,"Drama","","",8.6,"TV-14","New York"
"3738","Mad Men","Blowing Smoke",4,12,8.9,48,2010,1177,"Drama","","",8.6,"TV-14","New York"
"3739","Mad Men","Tomorrowland",4,13,9,48,2010,1409,"Drama","","",8.6,"TV-14","New York"
"3740","Mad Men","A Little Kiss, Part 1",5,1,8.6,48,2012,1440,"Drama","","",8.6,"TV-14","New York"
"3741","Mad Men","A Little Kiss, Part 2",5,2,8.6,47,2012,1215,"Drama","","",8.6,"TV-14","New York"
"3742","Mad Men","Tea Leaves",5,3,8,48,2012,1159,"Drama","","",8.6,"TV-14","New York"
"3743","Mad Men","Mystery Date",5,4,8.7,48,2012,1255,"Drama","","",8.6,"TV-14","New York"
"3744","Mad Men","Signal 30",5,5,9,48,2012,1500,"Drama","","",8.6,"TV-14","New York"
"3745","Mad Men","Far Away Places",5,6,9.1,47,2012,1641,"Drama","","",8.6,"TV-14","New York"
"3746","Mad Men","At the Codfish Ball",5,7,8.7,48,2012,1232,"Drama","","",8.6,"TV-14","New York"
"3747","Mad Men","Lady Lazarus",5,8,8.3,48,2012,1141,"Drama","","",8.6,"TV-14","New York"
"3748","Mad Men","Dark Shadows",5,9,8.2,48,2012,1064,"Drama","","",8.6,"TV-14","New York"
"3749","Mad Men","Christmas Waltz",5,10,8.3,48,2012,1118,"Drama","","",8.6,"TV-14","New York"
"3750","Mad Men","The Other Woman",5,11,9.4,48,2012,1791,"Drama","","",8.6,"TV-14","New York"
"3751","Mad Men","Commissions and Fees",5,12,9.3,48,2012,1632,"Drama","","",8.6,"TV-14","New York"
"3752","Mad Men","The Phantom",5,13,8.6,48,2012,1271,"Drama","","",8.6,"TV-14","New York"
"3753","Mad Men","The Doorway, Part 1",6,1,7.7,48,2013,1291,"Drama","","",8.6,"TV-14","New York"
"3754","Mad Men","The Doorway, Part 2",6,2,7.9,48,2013,1162,"Drama","","",8.6,"TV-14","New York"
"3755","Mad Men","Collaborators",6,3,8,47,2013,1117,"Drama","","",8.6,"TV-14","New York"
"3756","Mad Men","To Have and to Hold",6,4,8.2,48,2013,1078,"Drama","","",8.6,"TV-14","New York"
"3757","Mad Men","The Flood",6,5,8.3,48,2013,1119,"Drama","","",8.6,"TV-14","New York"
"3758","Mad Men","For Immediate Release",6,6,8.9,47,2013,1300,"Drama","","",8.6,"TV-14","New York"
"3759","Mad Men","Man with a Plan",6,7,8.1,48,2013,1059,"Drama","","",8.6,"TV-14","New York"
"3760","Mad Men","The Crash",6,8,8.7,48,2013,1326,"Drama","","",8.6,"TV-14","New York"
"3761","Mad Men","The Better Half",6,9,8.5,48,2013,1123,"Drama","","",8.6,"TV-14","New York"
"3762","Mad Men","A Tale of Two Cities",6,10,8.2,48,2013,1018,"Drama","","",8.6,"TV-14","New York"
"3763","Mad Men","Favors",6,11,8.8,47,2013,1130,"Drama","","",8.6,"TV-14","New York"
"3764","Mad Men","The Quality of Mercy",6,12,8.6,47,2013,1038,"Drama","","",8.6,"TV-14","New York"
"3765","Mad Men","In Care Of",6,13,9.2,48,2013,1385,"Drama","","",8.6,"TV-14","New York"
"3766","Mad Men","Time Zones",7,1,8.1,48,2014,1244,"Drama","","",8.6,"TV-14","New York"
"3767","Mad Men","A Day's Work",7,2,8.5,45,2014,1129,"Drama","","",8.6,"TV-14","New York"
"3768","Mad Men","Field Trip",7,3,8.7,48,2014,1178,"Drama","","",8.6,"TV-14","New York"
"3769","Mad Men","The Monolith",7,4,8.6,48,2014,1074,"Drama","","",8.6,"TV-14","New York"
"3770","Mad Men","The Runaways",7,5,8.6,47,2014,1136,"Drama","","",8.6,"TV-14","New York"
"3771","Mad Men","The Strategy",7,6,9,47,2014,1271,"Drama","","",8.6,"TV-14","New York"
"3772","Mad Men","Waterloo",7,7,9.5,45,2014,1870,"Drama","","",8.6,"TV-14","New York"
"3773","Mad Men","Severance",7,8,8.4,48,2015,1249,"Drama","","",8.6,"TV-14","New York"
"3774","Mad Men","New Business",7,9,8.1,47,2015,1104,"Drama","","",8.6,"TV-14","New York"
"3775","Mad Men","The Forecast",7,10,8.5,47,2015,1130,"Drama","","",8.6,"TV-14","New York"
"3776","Mad Men","Time & Life",7,11,9,47,2015,1224,"Drama","","",8.6,"TV-14","New York"
"3777","Mad Men","Lost Horizon",7,12,9.1,47,2015,1293,"Drama","","",8.6,"TV-14","New York"
"3778","Mad Men","The Milk and Honey Route",7,13,9.2,53,2015,1440,"Drama","","",8.6,"TV-14","New York"
"3779","Mad Men","Person to Person",7,14,9.3,56,2015,2444,"Drama","","",8.6,"TV-14","New York"
"3780","Avatar: The Last Airbender","Avatar: The Last Airbender",1,1,8.6,15,2003,300,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3781","Avatar: The Last Airbender","The Boy in the Iceberg",1,2,8.2,23,2005,1482,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3782","Avatar: The Last Airbender","The Avatar Returns",1,3,8.4,25,2005,1275,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3783","Avatar: The Last Airbender","The Southern Air Temple",1,4,8.5,25,2005,1201,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3784","Avatar: The Last Airbender","The Warriors of Kyoshi",1,5,8.3,23,2005,1174,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3785","Avatar: The Last Airbender","The King of Omashu",1,6,8.3,25,2005,1192,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3786","Avatar: The Last Airbender","Imprisoned",1,7,8.1,25,2005,1158,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3787","Avatar: The Last Airbender","The Spirit World: Winter Solstice, Part 1",1,8,8.3,25,2005,1135,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3788","Avatar: The Last Airbender","Avatar Roku: Winter Solstice, Part 2",1,9,8.9,24,2005,1172,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3789","Avatar: The Last Airbender","The Waterbending Scroll",1,10,8.1,25,2005,1093,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3790","Avatar: The Last Airbender","Jet",1,11,8,25,2005,1126,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3791","Avatar: The Last Airbender","The Great Divide",1,12,7.3,25,2005,1145,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3792","Avatar: The Last Airbender","The Storm",1,13,9,25,2005,1218,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3793","Avatar: The Last Airbender","The Blue Spirit",1,14,9,25,2005,1226,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3794","Avatar: The Last Airbender","The Fortuneteller",1,15,8.1,24,2005,1079,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3795","Avatar: The Last Airbender","Bato of the Water Tribe",1,16,8,25,2005,1048,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3796","Avatar: The Last Airbender","The Deserter",1,17,8.5,25,2005,1054,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3797","Avatar: The Last Airbender","The Northern Air Temple",1,18,8.2,24,2005,1027,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3798","Avatar: The Last Airbender","The Waterbending Master",1,19,8.7,24,2005,1061,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3799","Avatar: The Last Airbender","The Siege of the North: Part 1",1,20,9.1,25,2005,1175,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3800","Avatar: The Last Airbender","The Siege of the North: Part 2",1,21,9.5,26,2005,1377,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3801","Avatar: The Last Airbender","The Avatar State",2,1,8.7,25,2006,1063,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3802","Avatar: The Last Airbender","The Cave of Two Lovers",2,2,8.4,25,2006,1074,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3803","Avatar: The Last Airbender","Return to Omashu",2,3,8.5,25,2006,1016,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3804","Avatar: The Last Airbender","The Swamp",2,4,7.9,25,2006,1030,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3805","Avatar: The Last Airbender","Avatar Day",2,5,7.8,24,2006,1045,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3806","Avatar: The Last Airbender","The Blind Bandit",2,6,9.1,25,2006,1191,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3807","Avatar: The Last Airbender","Zuko Alone",2,7,9.4,25,2006,1408,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3808","Avatar: The Last Airbender","The Chase",2,8,8.9,25,2006,1056,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3809","Avatar: The Last Airbender","Bitter Work",2,9,8.6,25,2006,997,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3810","Avatar: The Last Airbender","The Library",2,10,8.8,25,2006,1040,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3811","Avatar: The Last Airbender","The Desert",2,11,8.8,25,2006,1032,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3812","Avatar: The Last Airbender","The Serpent's Pass",2,12,8.5,48,2006,985,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3813","Avatar: The Last Airbender","The Drill",2,13,9,24,2006,1066,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3814","Avatar: The Last Airbender","City of Walls and Secrets",2,14,8.7,25,2006,1009,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3815","Avatar: The Last Airbender","The Tales of Ba Sing Se",2,15,9.1,25,2006,1426,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3816","Avatar: The Last Airbender","Appa's Lost Days",2,16,8.8,25,2006,1063,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3817","Avatar: The Last Airbender","Lake Laogai",2,17,9,25,2006,1040,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3818","Avatar: The Last Airbender","The Earth King",2,18,8.6,25,2006,991,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3819","Avatar: The Last Airbender","The Guru",2,19,9,25,2006,1070,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3820","Avatar: The Last Airbender","The Crossroads of Destiny",2,20,9.5,25,2006,1522,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3821","Avatar: The Last Airbender","The Awakening",3,1,8.8,25,2007,1130,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3822","Avatar: The Last Airbender","The Awakening",3,1,8.8,25,2007,1130,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3823","Avatar: The Last Airbender","The Headband",3,2,8.5,25,2007,1071,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3824","Avatar: The Last Airbender","The Headband",3,2,8.5,25,2007,1071,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3825","Avatar: The Last Airbender","The Painted Lady",3,3,8.1,24,2007,1030,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3826","Avatar: The Last Airbender","The Painted Lady",3,3,8.1,24,2007,1030,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3827","Avatar: The Last Airbender","Sokka's Master",3,4,8.8,25,2007,1093,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3828","Avatar: The Last Airbender","Sokka's Master",3,4,8.8,25,2007,1093,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3829","Avatar: The Last Airbender","The Beach",3,5,8.5,30,2007,1116,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3830","Avatar: The Last Airbender","The Beach",3,5,8.5,30,2007,1116,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3831","Avatar: The Last Airbender","The Avatar and the Firelord",3,6,9.4,30,2007,1286,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3832","Avatar: The Last Airbender","The Avatar and the Firelord",3,6,9.4,30,2007,1286,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3833","Avatar: The Last Airbender","The Runaway",3,7,8.3,25,2007,973,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3834","Avatar: The Last Airbender","The Runaway",3,7,8.3,25,2007,973,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3835","Avatar: The Last Airbender","The Puppetmaster",3,8,9,25,2007,1174,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3836","Avatar: The Last Airbender","The Puppetmaster",3,8,9,25,2007,1174,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3837","Avatar: The Last Airbender","Nightmares and Daydreams",3,9,7.9,24,2007,1058,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3838","Avatar: The Last Airbender","Nightmares and Daydreams",3,9,7.9,24,2007,1058,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3839","Avatar: The Last Airbender","The Day of Black Sun: Part 1 - The Invasion",3,10,9.1,25,2007,1087,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3840","Avatar: The Last Airbender","The Day of Black Sun: Part 1 - The Invasion",3,10,9.1,25,2007,1087,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3841","Avatar: The Last Airbender","The Day of Black Sun: Part 2 - The Eclipse",3,11,9.3,25,2007,1131,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3842","Avatar: The Last Airbender","The Day of Black Sun: Part 2 - The Eclipse",3,11,9.3,25,2007,1131,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3843","Avatar: The Last Airbender","The Western Air Temple",3,12,8.9,24,2007,1051,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3844","Avatar: The Last Airbender","The Western Air Temple",3,12,8.9,24,2007,1051,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3845","Avatar: The Last Airbender","The Firebending Masters",3,13,9.1,25,2008,1138,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3846","Avatar: The Last Airbender","The Firebending Masters",3,13,9.1,25,2008,1138,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3847","Avatar: The Last Airbender","The Boiling Rock: Part 1",3,14,8.7,30,2008,1029,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3848","Avatar: The Last Airbender","The Boiling Rock: Part 1",3,14,8.7,30,2008,1029,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3849","Avatar: The Last Airbender","The Boiling Rock: Part 2",3,15,9.2,22,2008,1088,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3850","Avatar: The Last Airbender","The Boiling Rock: Part 2",3,15,9.2,22,2008,1088,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3851","Avatar: The Last Airbender","The Southern Raiders",3,16,8.9,30,2008,1054,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3852","Avatar: The Last Airbender","The Southern Raiders",3,16,8.9,30,2008,1054,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3853","Avatar: The Last Airbender","The Ember Island Players",3,17,8.7,30,2008,1141,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3854","Avatar: The Last Airbender","The Ember Island Players",3,17,8.7,30,2008,1141,"Animation","Action","Adventure",9.1,"TV-Y7-FV","Fictional"
"3855","Community","Pilot",1,1,7.9,26,2009,2228,"Comedy","","",8.5,"TV-PG","Colorado"
"3856","Community","Spanish 101",1,2,8,22,2009,1924,"Comedy","","",8.5,"TV-PG","Colorado"
"3857","Community","Introduction to Film",1,3,8.3,21,2009,1866,"Comedy","","",8.5,"TV-PG","Colorado"
"3858","Community","Social Psychology",1,4,8.3,22,2009,1701,"Comedy","","",8.5,"TV-PG","Colorado"
"3859","Community","Advanced Criminal Law",1,5,8,21,2009,1639,"Comedy","","",8.5,"TV-PG","Colorado"
"3860","Community","Football, Feminism and You",1,6,7.9,21,2009,1628,"Comedy","","",8.5,"TV-PG","Colorado"
"3861","Community","Introduction to Statistics",1,7,8.8,21,2009,1918,"Comedy","","",8.5,"TV-PG","Colorado"
"3862","Community","Home Economics",1,8,8.1,21,2009,1577,"Comedy","","",8.5,"TV-PG","Colorado"
"3863","Community","Debate 109",1,9,8.9,21,2009,1882,"Comedy","","",8.5,"TV-PG","Colorado"
"3864","Community","Environmental Science",1,10,8.3,21,2009,1609,"Comedy","","",8.5,"TV-PG","Colorado"
"3865","Community","Politics of Human Sexuality",1,11,8,21,2009,1530,"Comedy","","",8.5,"TV-PG","Colorado"
"3866","Community","Comparative Religion",1,12,8.5,21,2009,1671,"Comedy","","",8.5,"TV-PG","Colorado"
"3867","Community","Investigative Journalism",1,13,8.2,21,2010,1607,"Comedy","","",8.5,"TV-PG","Colorado"
"3868","Community","Interpretive Dance",1,14,8,20,2010,1516,"Comedy","","",8.5,"TV-PG","Colorado"
"3869","Community","Romantic Expressionism",1,15,8.2,21,2010,1508,"Comedy","","",8.5,"TV-PG","Colorado"
"3870","Community","Communication Studies",1,16,8.6,21,2010,1571,"Comedy","","",8.5,"TV-PG","Colorado"
"3871","Community","Physical Education",1,17,9,21,2010,1921,"Comedy","","",8.5,"TV-PG","Colorado"
"3872","Community","Basic Genealogy",1,18,8.1,21,2010,1492,"Comedy","","",8.5,"TV-PG","Colorado"
"3873","Community","Beginner Pottery",1,19,8.5,28,2010,1597,"Comedy","","",8.5,"TV-PG","Colorado"
"3874","Community","The Science of Illusion",1,20,8.5,20,2010,1532,"Comedy","","",8.5,"TV-PG","Colorado"
"3875","Community","Contemporary American Poultry",1,21,9.2,21,2010,2333,"Comedy","","",8.5,"TV-PG","Colorado"
"3876","Community","The Art of Discourse",1,22,8.2,21,2010,1596,"Comedy","","",8.5,"TV-PG","Colorado"
"3877","Community","Modern Warfare",1,23,9.8,20,2010,6185,"Comedy","","",8.5,"TV-PG","Colorado"
"3878","Community","English as a Second Language",1,24,8.3,21,2010,1473,"Comedy","","",8.5,"TV-PG","Colorado"
"3879","Community","Pascal's Triangle Revisited",1,25,8.6,21,2010,1597,"Comedy","","",8.5,"TV-PG","Colorado"
"3880","Community","Anthropology 101",2,1,8.7,22,2010,1670,"Comedy","","",8.5,"TV-PG","Colorado"
"3881","Community","Accounting for Lawyers",2,2,8.4,22,2010,1535,"Comedy","","",8.5,"TV-PG","Colorado"
"3882","Community","The Psychology of Letting Go",2,3,8.1,22,2010,1474,"Comedy","","",8.5,"TV-PG","Colorado"
"3883","Community","Basic Rocket Science",2,4,8.7,30,2010,1744,"Comedy","","",8.5,"TV-PG","Colorado"
"3884","Community","Messianic Myths and Ancient Peoples",2,5,7.9,22,2010,1625,"Comedy","","",8.5,"TV-PG","Colorado"
"3885","Community","Epidemiology",2,6,9.3,22,2010,2495,"Comedy","","",8.5,"TV-PG","Colorado"
"3886","Community","Aerodynamics of Gender",2,7,8.5,22,2010,1703,"Comedy","","",8.5,"TV-PG","Colorado"
"3887","Community","Cooperative Calligraphy",2,8,9.1,22,2010,2009,"Comedy","","",8.5,"TV-PG","Colorado"
"3888","Community","Conspiracy Theories and Interior Design",2,9,9.4,22,2010,2472,"Comedy","","",8.5,"TV-PG","Colorado"
"3889","Community","Mixology Certification",2,10,8.5,21,2010,1642,"Comedy","","",8.5,"TV-PG","Colorado"
"3890","Community","Abed's Uncontrollable Christmas",2,11,8.8,21,2010,2235,"Comedy","","",8.5,"TV-PG","Colorado"
"3891","Community","Asian Population Studies",2,12,8.1,22,2011,1433,"Comedy","","",8.5,"TV-PG","Colorado"
"3892","Community","Celebrity Pharmacology 212",2,13,8,21,2011,1461,"Comedy","","",8.5,"TV-PG","Colorado"
